pano_id,lat,lon,date,source,parent_id,is_historical,best_score,good_matches,inliers,inlier_ratio,coverage,yaw,pitch,target_crop,pano_path,view_path,error
y8NBLx1o0-yAcsC8rv_j0w,19.47972946820811,-99.11817842495644,,,,False,188.45,28,14,0.5,0.6828331351280212,315,-4,street_depth,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_y8NBLx1o0-yAcsC8rv_j0w.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/y8NBLx1o0-yAcsC8rv_j0w.jpg,
fu3BYi2VmsmZA4VP9ac20A,19.4784660262978,-99.11684259401623,,,,False,188.45,28,14,0.5,0.5857517123222351,225,-4,upper_full,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_fu3BYi2VmsmZA4VP9ac20A.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/fu3BYi2VmsmZA4VP9ac20A.jpg,
amcv4kMpURxW1APrb7NFpg,19.47937048721928,-99.11832211485883,,,,False,188.45,28,14,0.5,0.8244131803512573,0,-4,street_depth,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_amcv4kMpURxW1APrb7NFpg.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/amcv4kMpURxW1APrb7NFpg.jpg,
polykgsMvRPcuvtGFvztOQ,19.47459862703151,-99.11416939521337,,,,False,188.45,28,14,0.5,0.6554384827613831,135,-4,left_houses,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_polykgsMvRPcuvtGFvztOQ.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/polykgsMvRPcuvtGFvztOQ.jpg,
MRMgr0WSeGuOHKhCiAabUw,19.47282277598773,-99.1237856466412,,,,False,188.34629629629632,27,14,0.5185185185185185,0.7318155169487,270,-4,left_houses,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_MRMgr0WSeGuOHKhCiAabUw.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/MRMgr0WSeGuOHKhCiAabUw.jpg,
Sgj1_nXZuvpmOP0-1C2zHQ,19.47844945666183,-99.11867365810734,,,,False,188.34629629629632,27,14,0.5185185185185185,0.5539708137512207,315,-4,left_houses,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_Sgj1_nXZuvpmOP0-1C2zHQ.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/Sgj1_nXZuvpmOP0-1C2zHQ.jpg,
edJ7PtqMaxpYPbR09j586w,19.4771018127623,-99.11920646351722,,,,False,188.24615384615385,26,14,0.5384615384615384,0.5292485356330872,0,-4,upper_full,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_edJ7PtqMaxpYPbR09j586w.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/edJ7PtqMaxpYPbR09j586w.jpg,
WzGuKbmZbc9qLSZGPLYDBA,19.47074945214052,-99.11481580049937,,,,False,188.24615384615385,26,14,0.5384615384615384,0.7342503666877747,270,-4,left_houses,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_WzGuKbmZbc9qLSZGPLYDBA.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/WzGuKbmZbc9qLSZGPLYDBA.jpg,
oo0wmfl8QGrQtQCKlk78eA,19.47511072412126,-99.12250645794083,,,,False,188.15,25,14,0.56,0.8175775408744812,225,-4,upper_full,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_oo0wmfl8QGrQtQCKlk78eA.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/oo0wmfl8QGrQtQCKlk78eA.jpg,
a_NSjRFgygQ1zXiNRfDvow,19.47311103833585,-99.11579770157887,,,,False,188.15,25,14,0.56,0.6323351860046387,180,-4,left_houses,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_a_NSjRFgygQ1zXiNRfDvow.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/a_NSjRFgygQ1zXiNRfDvow.jpg,
