id,sequence_id,lat,lng,heading,url,date,score,good,inliers,inlier_ratio,coverage,crop,path,error
9958853,24768,19.550626,-99.207421,358.2,https://storage2.openstreetcam.org/files/photo/2016/10/11/proc/24768_d7ced_57fc9453b89f4.jpg,2016-10-10 17:59:34,0.08,1,0,0.0,0.0,full,/home/runner/work/sample_website/sample_website/.cache/v2/9958853.jpg,
16105224,47451,19.558866,-99.214306,,https://storage2.openstreetcam.org/files/photo/2017/2/2/proc/47451_91d03_58938395aeffe.jpg,2017-02-02 19:08:27,0.08,1,0,0.0,0.0,full,/home/runner/work/sample_website/sample_website/.cache/v2/16105224.jpg,
53824131,476998,19.555819,-99.204023,195.84,https://storage4.openstreetcam.org/files/photo/2017/7/2/proc/476998_bca8b_55.jpg,2017-07-02 12:50:28,0.08,1,0,0.0,0.0,full,/home/runner/work/sample_website/sample_website/.cache/v2/53824131.jpg,
15866300,31643,19.550753,-99.20777,40.2,https://storage1.openstreetcam.org/files/photo/2017/1/23/proc/31643_2fbf0_588fd23f99958.jpg,2017-01-30 23:55:05,0.0,0,0,0.0,0.0,full,/home/runner/work/sample_website/sample_website/.cache/v2/15866300.jpg,
16104857,47451,19.545023,-99.211099,,https://storage2.openstreetcam.org/files/photo/2017/2/2/proc/47451_8851f_58938337766ba.jpg,2017-02-02 19:07:06,0.0,0,0,0.0,0.0,full,/home/runner/work/sample_website/sample_website/.cache/v2/16104857.jpg,
15866283,31643,19.545054,-99.211175,317.33,https://storage1.openstreetcam.org/files/photo/2017/1/23/proc/31643_ff07a_588fd234538cb.jpg,2017-01-30 23:55:05,0.0,0,0,0.0,0.0,full,/home/runner/work/sample_website/sample_website/.cache/v2/15866283.jpg,
16105118,47451,19.56146,-99.218064,,https://storage2.openstreetcam.org/files/photo/2017/2/2/proc/47451_94bd6_58938373d14b7.jpg,2017-02-02 19:08:23,0.0,0,0,0.0,0.0,full,/home/runner/work/sample_website/sample_website/.cache/v2/16105118.jpg,
